Telemetry GUID (Device+ParamName),"Device 
(CompClass)",Metric (ParamName),Description,"Category
,,,Query FW Code Authentication Key,,,"NSM: (0x06, 0x03)",NA,NA,NA,"2025.0a
/redfish/v1/Chassis/HGX_IRoT_SXM_SMA_{InstanceId}/Oem/NvidiaRoT/RoTProtectedComponents/SXM_SMA_{InstanceId}/ImageSlots/{InstanceId}
{RevokedKeyIndices}",,NA,NA,NA,,,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Available OOB,No,No Impact,1 Hr,,"2025.0a
/redfish/v1/Chassis/{GPU_SMA_IRoT_NAME}_{InstanceId}/Oem/NvidiaRoT/RoTProtectedComponents/{GPU_SMA_COMP_NAME}_{InstanceId}/ImageSlots/{InstanceId}
{RevokedKeyIndices}","2025.0a
/redfish/v1/Chassis/$ChassisId/Oem/NvidiaRoT/RoTProtectedComponents/$ComponentId/ImageSlots/$ImageId
{RevokedKeyIndices}","{ChassisId:{Id_contains: {allOf: [SXM, SMA, RoT]}}, ComponentId: {Id: all}, ImageId: {Id: all}}",,,,QS,,,,L1,L1,NA
,,,Query FW security version number,,,"NSM: (0x06, 0x05)",NA,NA,NA,"2025.0a
/redfish/v1/Chassis/HGX_IRoT_SXM_SMA_{InstanceId}/Oem/NvidiaRoT/RoTProtectedComponents/SXM_SMA_{InstanceId}/ImageSlots/{InstanceId}
{SecurityVersion}",,NA,NA,NA,,,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Available OOB,No,No Impact,1 Hr,,"2025.0a
/redfish/v1/Chassis/{GPU_SMA_IRoT_NAME}_{InstanceId}/Oem/NvidiaRoT/RoTProtectedComponents/{GPU_SMA_COMP_NAME}_{InstanceId}/ImageSlots/{InstanceId}
{SecurityVersion}","2025.0a
/redfish/v1/Chassis/$ChassisId/Oem/NvidiaRoT/RoTProtectedComponents/$ComponentId/ImageSlots/$ImageId
{SecurityVersion}","{ChassisId:{Id_contains: {allOf: [SXM, SMA, RoT]}}, ComponentId: {Id: all}, ImageId: {Id: all}}",,,,QS,,,,L1,L1,NA
,,,Query FW security version number,,,"NSM: (0x06, 0x05)",NA,NA,NA,"2025.0a
/redfish/v1/Chassis/HGX_IRoT_SXM_SMA_{InstanceId}/Oem/NvidiaRoT/RoTProtectedComponents/SXM_SMA_{InstanceId}
{MinimumSecurityVersion}",,NA,NA,NA,,,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Available OOB,No,No Impact,1 Hr,,"2025.0a
/redfish/v1/Chassis/{GPU_SMA_IRoT_NAME}_{InstanceId}/Oem/NvidiaRoT/RoTProtectedComponents/{GPU_SMA_COMP_NAME}_{InstanceId}
{MinimumSecurityVersion}","2025.0a
/redfish/v1/Chassis/$ChassisId/Oem/NvidiaRoT/RoTProtectedComponents/$ComponentId
{MinimumSecurityVersion}","{ChassisId:{Id_contains: {allOf: [SXM, SMA, RoT]}}, ComponentId: {Id: all}}",,,,QS,,,,L1,L1,NA
,,,Current temperature of SXM module,,,"NSM: (0x3, 0x3)",nvmlDeviceGetTemperature,nvidia_smi_log.gpu.temperature.gpu_temp,DCGM_FI_DEV_GPU_TEMP:150,"2025.0a
/redfish/v1/Chassis/HGX_GPU_{InstanceId}/Sensors/HGX_GPU_{InstanceId}_Temp_0
{Reading}",NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Available OOB,No,Throttled,10 Sec,,"2025.0a
/redfish/v1/Chassis/{GPU_NAME}_{InstanceId}/Sensors/{GPU_NAME}_{InstanceId}_Temp_0
{Reading}","2025.0a
/redfish/v1/Chassis/$ChassisId/Sensors/$SensorId
{Reading}","{ChassisId: {Id_contains: {allOf: [GPU], not: [SXM, RoT]}}, SensorId: {ReadingType: Temperature, Implementation: {not: [Synthesized]}, Id_contains: {not: [DRAM]}}}",GPU,,Y,QS,,,,L1,L1,RF:DCGM
,,,The current GPU power (each),,,"NSM: (0x3, 0x0)",NA,NA,NA,"2025.0a
/redfish/v1/Chassis/HGX_GPU_{InstanceId}/Sensors/HGX_GPU_{InstanceId}_Power_0
{Reading}",NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Available OOB,No,No Impact,10 Sec,,"2025.0a
/redfish/v1/Chassis/{GPU_NAME}_{InstanceId}/Sensors/{GPU_NAME}_{InstanceId}_Power_0
{Reading}","2025.0a
/redfish/v1/Chassis/$ChassisId/Sensors/$SensorId
{Reading}","{ChassisId: {Id_contains: {allOf: [GPU], not: [SXM, RoT]}}, SensorId: {ReadingType: Power Id_Contains: {not: [DRAM]}}}",GPU,,Y,QS,,,,L1,L1,NA
,,,Switch ASIC Firmware Version,,,"SMBPBI: (0x05,[0x08],[0x00])",NA,NA,NA,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}
{FirmwareVersion}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}
{FirmwareVersion}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}
{FirmwareVersion}",,,,,"nv show platform firmware $name
{name: {Name: ASIC}} 
{actual-firmware}",NA,FW_Version,Yes,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,,Available OOB,No,No Impact,1 Hr,30,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}
{FirmwareVersion}","2021.1c
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId
{FirmwareVersion}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}}",,,Y,ES Factory,QS,,QS,"L0, R1","L1, R1",NA
,,,OS version,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"nv show system version
{kernel:$kernel_version}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,Available OOB,,,1 Hr,,,,,,,,,QS,,,,L1,
,,,OS Kernel version,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"nv show system version
{image:$os_version}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,Available OOB,,,1 Hr,,,,,,,,,QS,,,,L1,
,,,ERoT FW version,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"nv show platform firmware $name
{name: {Name: EROT}} 
{actual-firmware}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,Available OOB,,,1 Hr,,,,,,,,,QS,,,,L1,
,,,BMC firmware version,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"nv show platform firmware $name
{name: {Name: BMC}} 
{actual-firmware}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,Available OOB,,,1 Hr,,,,,,,,,QS,,,,L1,
,,,InfoROM Version,,,"SMBPBI: (0x05,[0x0e],[0x00])",NA,NA,NA,"2021.1c
/redfish/v1/UpdateService/FirmwareInventory/HGX_InfoROM_NVSwitch_{InstanceId}
{Version}","2021.1c
/redfish/v1/UpdateService/FirmwareInventory/HGX_InfoROM_NVSwitch_{InstanceId}
{Version}","2021.1c
/redfish/v1/UpdateService/FirmwareInventory/HGX_InfoROM_NVSwitch_{InstanceId}
{Version}",,,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Yes,,,Available OOB,No,No Impact,1 Hr,,"2021.1c
/redfish/v1/UpdateService/FirmwareInventory/HGX_InfoROM_NVSwitch_{InstanceId}
{Version}","2021.1c
/redfish/v1/UpdateService/FirmwareInventory/$FwId
{Version}","{FwId: {Id_contains: {anyOf: [NVSwitch, InfoROM], not: [RoT]}}}
",,,Y,ES Factory,,,,L0,L1,NA
,,,Shutdown Temperature (5s). This enrty is applicable for platforms with NVL4.,,,"SMBPBI: (0x15,[0x02],[Unused]), PLDM {0x02, 0x51}",NA,NA,DCGM_FI_DEV_NVSWITCH_TEMPERATURE_LIMIT_SHUTDOWN:860,"2021.1c
/redfish/v1/Chassis/HGX_NVSwitch_{InstanceId}/Sensors/HGX_NVSwitch_{InstanceId}_TEMP_{InstanceId}
{Thresholds{UpperFatal{Reading}}}","2021.1c
/redfish/v1/Chassis/HGX_NVSwitch_{InstanceId}/Sensors/HGX_NVSwitch_{InstanceId}_TEMP_{InstanceId}
{Thresholds{UpperFatal{Reading}}}","2021.1c
/redfish/v1/Chassis/HGX_NVSwitch_{InstanceId}/Sensors/HGX_NVSwitch_{InstanceId}_TEMP_{InstanceId}
{Thresholds{UpperFatal{Reading}}}",,,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,Available,No,No Impact,1 Hr,30,"2021.1c
/redfish/v1/Chassis/HGX_NVSwitch_{InstanceId}/Sensors/HGX_NVSwitch_{InstanceId}_TEMP_{InstanceId}
{Thresholds{UpperFatal{Reading}}}","2021.1c
/redfish/v1/Chassis/$ChassisId/Sensors/$SensorId
{Thresholds{UpperFatal{Reading}}}","{ChassisId: {Id_contains: {anyOf: [NVSwitch], not: [RoT]}}, SensorId: {ReadingType: Temperature}}",,,,ES,,,,L0,L1,Not Supported
,,,Write Protect Mode,,,"SMBPBI: (0xB4, [0xFE-0xFF], Unused), NSM {0x04, 0x65}",NA,NA,NA,"2022.1e
/redfish/v1/UpdateService/FirmwareInventory/HGX_FW_NVSwitch_{InstanceId}
{WriteProtected}","2022.1e
/redfish/v1/UpdateService/FirmwareInventory/HGX_FW_NVSwitch_{InstanceId}
{WriteProtected}","2022.1e
/redfish/v1/UpdateService/FirmwareInventory/HGX_FW_NVSwitch_{InstanceId}
{WriteProtected}",,,,,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,Available OOB,Yes,No Impact,1 Hr,30,"2022.1e
/redfish/v1/UpdateService/FirmwareInventory/HGX_FW_NVSwitch_{InstanceId}
{WriteProtected}","2022.1e
/redfish/v1/UpdateService/FirmwareInventory/$FwId
{WriteProtected}","{FwId: {Id_contains: {anyOf: [NVSwitch], not: [InfoROM, RoT]}}}
",,,,ES,,,,L0,L1,NA
,,,Driver Version,,,"SMBPBI: Future:  (0x27, 0x00, 0x02); extended data",NA,NA,NA,"2022.1e
/redfish/v1/UpdateService/SoftwareInventory/HGX_Driver_NVSwitch_{InstanceId}
{Version}","2022.1e
/redfish/v1/UpdateService/SoftwareInventory/HGX_Driver_NVSwitch_{InstanceId}
{Version}","2022.1e
/redfish/v1/UpdateService/SoftwareInventory/HGX_Driver_NVSwitch_{InstanceId}
{Version}",,,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Yes,,,Available OOB,Yes,No Impact,1 Hr,,"2022.1e
/redfish/v1/UpdateService/SoftwareInventory/HGX_Driver_NVSwitch_{InstanceId}
{Version}","2022.1e
/redfish/v1/UpdateService/SoftwareInventory/$SwId
{Version}","{SwId: {Id_contains: {anyOf: [NVSwitch], not: [RoT]}}}
",,,Y,ES Factory,,,,L0,L1,NA
,,,"The port type for this port, e.g. DownstreamPort",,,NA,NA,NA,NA,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{PortType}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{PortType}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{PortType}",,,,,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,Available OOB,No,No Impact,1 Hr,30,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{PortType}","2021.1c
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/Ports/$PortId
{PortType}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}, PortId: {PortProtocol: NVLink}}",,,,ES,,,,L0,L1,NA
,,,"The protocol being sent over this port, e.g. NVLink",,,NA,NA,NA,NA,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{PortProtocol}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{PortProtocol}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{PortProtocol}",,,,,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,Available OOB,No,No Impact,1 Hr,30,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{PortProtocol}","2021.1c
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/Ports/$PortId
{PortProtocol}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}, PortId: {PortProtocol: NVLink}}",,,,ES,,,,L0,L1,NA
,,,"The desired link state, e.g., enabled/disabled",,,"SMBPBI: (0x1A, [0x07], Unused), PLDM {0x02, 0x21)",NA,NA,NA,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{LinkState}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{LinkState}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{LinkState}",,,,,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,Available OOB,Yes,No Impact,1 Hr,30,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}
{LinkState}","2021.1c
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/Ports/$PortId
{LinkState}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}, PortId: {PortProtocol: NVLink}}",,,,ES,,,,L0,L1,NA
,,,Correctable error count,,,"SMBPBI: (0x21, [0x00], Unused) [15:0]; extended out",NA,NA,NA,"2021.1d
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/SwitchMetrics
{PCIeErrors{CorrectableErrorCount}}","2021.1d
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/SwitchMetrics
{PCIeErrors{CorrectableErrorCount}}","2021.1d
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/SwitchMetrics
{PCIeErrors{CorrectableErrorCount}}",/redfish/v1/TelemetryService/MetricReports/HGX_NVSwitchMetrics_0,/redfish/v1/TelemetryService/MetricReports/NVSwitchMetrics_0,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Yes,,,Available OOB,Yes,No Impact,1 Hr,,"2021.1d
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/SwitchMetrics
{PCIeErrors{CorrectableErrorCount}}","2021.1d
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/SwitchMetrics
{PCIeErrors{CorrectableErrorCount}}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}}",,,Y,ES,,,,L0,L1,NA
,,,Fatal error count,,,"SMBPBI: (0x21, [0x00], Unused) [23:16]",NA,NA,DCGM_FI_DEV_NVSWITCH_FATAL_ERRORS:856,"2021.1d
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/SwitchMetrics
{PCIeErrors{FatalErrorCount}}","2021.1d
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/SwitchMetrics
{PCIeErrors{FatalErrorCount}}","2021.1d
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/SwitchMetrics
{PCIeErrors{FatalErrorCount}}",/redfish/v1/TelemetryService/MetricReports/HGX_NVSwitchMetrics_0,/redfish/v1/TelemetryService/MetricReports/NVSwitchMetrics_0,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Yes,,,Available,Yes,No Impact,1 Hr,,"2021.1d
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/SwitchMetrics
{PCIeErrors{FatalErrorCount}}","2021.1d
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/SwitchMetrics
{PCIeErrors{FatalErrorCount}}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}}",,,Y,ES,,,,L0,L1,Not Supported
,,,NVLink Replay Error Count,,,"SMBPBI: (0x1A, 03h, [<link_index>,0xFF = Aggregate Count])",NA,NA,DCGM_FI_DEV_NVSWITCH_LINK_REPLAY_ERRORS:784,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{ReplayCount}}}}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{ReplayCount}}}}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{ReplayCount}}}}",/redfish/v1/TelemetryService/MetricReports/HGX_NVSwitchPortMetrics_0,/redfish/v1/TelemetryService/MetricReports/NVSwitchPortMetrics_0,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Yes,,,Available,Yes,No Impact,1 Hr,,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{ReplayCount}}}}","2021.1c
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/Ports/$PortId/Metrics
{Oem{Nvidia{NVLinkErrors{ReplayCount}}}}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}, PortId: {PortProtocol: NVLink}}",,,Y,ES,,,,L0,L1,Not Supported
,,,Total number of times the Port Training state machine has successfully completed the link error recovery process. This enrty is applicable for platforms with NVL4.,,,"SMBPBI: (0x1A, 04h, [<link_index>,0xFF = Aggregate Count])",NA,NA,DCGM_FI_DEV_NVSWITCH_LINK_RECOVERY_ERRORS:785,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{RecoveryCount}}}}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{RecoveryCount}}}}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{RecoveryCount}}}}",/redfish/v1/TelemetryService/MetricReports/HGX_NVSwitchPortMetrics_0,/redfish/v1/TelemetryService/MetricReports/NVSwitchPortMetrics_0,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,,Available,Yes,No Impact,10 Sec,30,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{RecoveryCount}}}}","2021.1c
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/Ports/$PortId/Metrics
{Oem{Nvidia{NVLinkErrors{RecoveryCount}}}}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}, PortId: {PortProtocol: NVLink}}",,,Y,ES,,,,L0,L1,Not Supported
,,,NVLink flit CRC Error Count,,,"SMBPBI: (0x1A, 05h, [<link_index>,0xFF = Aggregate Count])",NA,NA,DCGM_FI_DEV_NVSWITCH_LINK_FLIT_ERRORS:786,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{FlitCRCCount}}}}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{FlitCRCCount}}}}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{FlitCRCCount}}}}",/redfish/v1/TelemetryService/MetricReports/HGX_NVSwitchPortMetrics_0,/redfish/v1/TelemetryService/MetricReports/NVSwitchPortMetrics_0,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Yes,,,Available,Yes,No Impact,1 Hr,,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{FlitCRCCount}}}}","2021.1c
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/Ports/$PortId/Metrics
{Oem{Nvidia{NVLinkErrors{FlitCRCCount}}}}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}, PortId: {PortProtocol: NVLink}}",,,Y,ES,,,,L0,L1,Not Supported
,,,NVLink data CRC Error Count,,,"SMBPBI: (0x1A, 06h, [<link_index>,0xFF = Aggregate Count])",NA,NA,DCGM_FI_DEV_NVSWITCH_LINK_CRC_ERRORS:787,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{DataCRCCount}}}}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{DataCRCCount}}}}","2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{DataCRCCount}}}}",/redfish/v1/TelemetryService/MetricReports/HGX_NVSwitchPortMetrics_0,/redfish/v1/TelemetryService/MetricReports/NVSwitchPortMetrics_0,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Yes,,,Available,Yes,No Impact,1 Hr,,"2021.1c
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{DataCRCCount}}}}","2021.1c
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/Ports/$PortId/Metrics
{Oem{Nvidia{NVLinkErrors{DataCRCCount}}}}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}, PortId: {PortProtocol: NVLink}}",,,Y,ES,,,,L0,L1,Not Supported
,,,NVLink Training Error Count and Status,,,"SMBPBI: (0x1A, 0Dh, [<link_index>,0xFF = Aggregate Count]);extended data",NA,NA,NA,"2021.1e
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{TrainingError}}}}","2021.1e
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{TrainingError}}}}","2021.1e
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{TrainingError}}}}",/redfish/v1/TelemetryService/MetricReports/HGX_NVSwitchPortMetrics_0,/redfish/v1/TelemetryService/MetricReports/NVSwitchPortMetrics_0,,,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Yes,,,Available OOB,Yes,No Impact,1 Hr,,"2021.1e
/redfish/v1/Fabrics/HGX_NVLinkFabric_{InstanceId}/Switches/NVSwitch_{InstanceId}/Ports/NVLink_{InstanceId}/Metrics
{Oem{Nvidia{NVLinkErrors{TrainingError}}}}","2021.1e
/redfish/v1/Fabrics/$FabricId/Switches/$SwitchId/Ports/$PortId/Metrics
{Oem{Nvidia{NVLinkErrors{TrainingError}}}}","{FabricId:{FabricType: NVLink}, SwitchId: {SwitchType: NVLink}, PortId: {PortProtocol: NVLink}}",,,Y,ES,,,,L0,L1,NA
